DrugBank_ID,Drug_Name,Predicted_Disease_ID,Predicted_Disease_Name,Matched_Targets,Bridging_Genes,Rule_Confidence,Rule_Growth_Rate,Validation_Status
DB04821,Nomifensine,C1269683,Major Depressive Disorder,TARGET_Sodium-dependent_serotonin_transporter,"SLC18A2, MAOB, MPO, SLC6A3, SLC6A2, MAOA, SLC6A4, DRD2",0.27906976744186046,3.7831325301204823,🌟 零样本全新发现
DB04832,Zimelidine,C1269683,Major Depressive Disorder,TARGET_Sodium-dependent_serotonin_transporter,"MAOB, MAOA, SLC6A4",0.27906976744186046,3.7831325301204823,🌟 零样本全新发现
DB04836,Amineptine,C1269683,Major Depressive Disorder,TARGET_Sodium-dependent_serotonin_transporter,"SLC6A3, SLC6A2, SLC6A4",0.27906976744186046,3.7831325301204823,🌟 零样本全新发现
DB04857,Brasofensine,C1269683,Major Depressive Disorder,TARGET_Sodium-dependent_serotonin_transporter,"SLC6A4, DRD2",0.27906976744186046,3.7831325301204823,🌟 零样本全新发现
DB15038,Litoxetine,C1269683,Major Depressive Disorder,TARGET_Sodium-dependent_serotonin_transporter,SLC6A4,0.27906976744186046,3.7831325301204823,🌟 零样本全新发现
DB05688,CRx-119,C1269683,Major Depressive Disorder,TARGET_Sodium-dependent_serotonin_transporter,"SLC6A2, SLC6A4",0.27906976744186046,3.7831325301204823,🌟 零样本全新发现
DB06731,Seproxetine,C1269683,Major Depressive Disorder,TARGET_Sodium-dependent_serotonin_transporter,"SLC6A3, SLC6A2, SLC6A4",0.27906976744186046,3.7831325301204823,🌟 零样本全新发现
DB09186,Nisoxetine,C1269683,Major Depressive Disorder,TARGET_Sodium-dependent_serotonin_transporter,"SLC6A3, SLC6A2, SLC6A4",0.27906976744186046,3.7831325301204823,🌟 零样本全新发现
DB07720,Epibatidine,C0917801,Sleeplessness,TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-7,间接机制,0.27586206896551724,inf,🌟 零样本全新发现
DB09028,Cytisine,C0917801,Sleeplessness,TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-7,间接机制,0.27586206896551724,inf,🌟 零样本全新发现
DB08823,Spinosad,C0917801,Sleeplessness,TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-7,间接机制,0.27586206896551724,inf,🌟 零样本全新发现
DB00184,Nicotine,C0917801,Sleeplessness,TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-7,间接机制,0.27586206896551724,inf,🌟 零样本全新发现
DB01199,Tubocurarine,C0917801,Sleeplessness,TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-7,间接机制,0.27586206896551724,inf,🌟 零样本全新发现
DB00915,Amantadine,C0917801,Sleeplessness,TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-7,间接机制,0.27586206896551724,inf,🌟 零样本全新发现
DB00674,Galantamine,C0917801,Sleeplessness,TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-7,间接机制,0.27586206896551724,inf,🌟 零样本全新发现
DB00514,Dextromethorphan,C0917801,Sleeplessness,TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-7,间接机制,0.27586206896551724,inf,🌟 零样本全新发现
DB00657,Mecamylamine,C0917801,Sleeplessness,TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-7,间接机制,0.27586206896551724,inf,🌟 零样本全新发现
DB00193,Tramadol,C0917801,Sleeplessness,TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-7,间接机制,0.27586206896551724,inf,🌟 零样本全新发现
DB00246,Ziprasidone,C0917801,Sleeplessness,TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-7,间接机制,0.27586206896551724,inf,🌟 零样本全新发现
DB00333,Methadone,C0917801,Sleeplessness,TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-7,间接机制,0.27586206896551724,inf,🌟 零样本全新发现
DB00122,Choline,C0917801,Sleeplessness,TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-7,间接机制,0.27586206896551724,inf,✅ Spark验证集完美命中
DB13648,Alcuronium,C0917801,Sleeplessness,TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-7,间接机制,0.27586206896551724,inf,🌟 零样本全新发现
DB14009,Medical Cannabis,C0917801,Sleeplessness,TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-7,间接机制,0.27586206896551724,inf,🌟 零样本全新发现
DB14006,Choline salicylate,C0917801,Sleeplessness,TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-7,间接机制,0.27586206896551724,inf,🌟 零样本全新发现
DB14854,TC-6987,C0917801,Sleeplessness,TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-7,间接机制,0.27586206896551724,inf,🌟 零样本全新发现
DB18707,AVL-3288,C0917801,Sleeplessness,TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-7,间接机制,0.27586206896551724,inf,🌟 零样本全新发现
DB19040,Nelonicline,C0917801,Sleeplessness,TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-7,间接机制,0.27586206896551724,inf,🌟 零样本全新发现
DB14011,Nabiximols,C0917801,Sleeplessness,TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-7,间接机制,0.27586206896551724,inf,🌟 零样本全新发现
DB03128,Acetylcholine,C0917801,Sleeplessness,TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-7,间接机制,0.27586206896551724,inf,🌟 零样本全新发现
DB05708,GTS-21,C0917801,Sleeplessness,TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-7,间接机制,0.27586206896551724,inf,🌟 零样本全新发现
DB05586,Facinicline,C0917801,Sleeplessness,TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-7,间接机制,0.27586206896551724,inf,🌟 零样本全新发现
DB05137,Lobeline,C0917801,Sleeplessness,TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-7,间接机制,0.27586206896551724,inf,🌟 零样本全新发现
DB01273,Varenicline,C0917801,Sleeplessness,TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-7,间接机制,0.27586206896551724,inf,🌟 零样本全新发现
DB01520,Tenocyclidine,C0917801,Sleeplessness,TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-7,间接机制,0.27586206896551724,inf,🌟 零样本全新发现
DB01221,Ketamine,C0917801,Sleeplessness,TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-7,间接机制,0.27586206896551724,inf,🌟 零样本全新发现
DB19353,Benzgalantamine,C0917801,Sleeplessness,TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-7,间接机制,0.27586206896551724,inf,🌟 零样本全新发现
DB05712,AZD-9684,C0917801,Sleeplessness,TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-7,间接机制,0.27586206896551724,inf,🌟 零样本全新发现
DB05740,RPI-78M,C0917801,Sleeplessness,TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-7,间接机制,0.27586206896551724,inf,🌟 零样本全新发现
DB06090,Bradanicline,C0917801,Sleeplessness,TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-7,间接机制,0.27586206896551724,inf,🌟 零样本全新发现
DB09061,Cannabidiol,C0917801,Sleeplessness,TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-7,间接机制,0.27586206896551724,inf,🌟 零样本全新发现
DB11726,Encenicline,C0917801,Sleeplessness,TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-7,间接机制,0.27586206896551724,inf,🌟 零样本全新发现
DB11867,JNJ-39393406,C0917801,Sleeplessness,TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-7,间接机制,0.27586206896551724,inf,🌟 零样本全新发现
DB12056,Trebananib,C0917801,Sleeplessness,TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-7,间接机制,0.27586206896551724,inf,🌟 零样本全新发现
DB12145,AZD-0328,C0917801,Sleeplessness,TARGET_Neuronal_acetylcholine_receptor_subunit_alpha-7,间接机制,0.27586206896551724,inf,🌟 零样本全新发现
DB00154,Daleuton,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB00963,Bromfenac,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB01009,Ketoprofen,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,✅ Spark验证集完美命中
DB00132,alpha-Linolenic acid,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB00870,Suprofen,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB04552,Niflumic acid,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB04725,Licofelone,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB01404,Ginseng,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB01399,Salsalate,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,✅ Spark验证集完美命中
DB01397,Magnesium salicylate,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,✅ Spark验证集完美命中
DB01283,Lumiracoxib,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB01014,Balsalazide,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB09215,Droxicam,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB09214,Dexketoprofen,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB09212,Loxoprofen,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,✅ Spark验证集完美命中
DB00821,Carprofen,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB00812,Phenylbutazone,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB00784,Mefenamic acid,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB00749,Etodolac,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,✅ Spark验证集完美命中
DB00586,Diclofenac,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,✅ Spark验证集完美命中
DB00580,Valdecoxib,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB00480,Lenalidomide,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB00469,Tenoxicam,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB00465,Ketorolac,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB00316,Acetaminophen,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB00233,Aminosalicylic acid,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB00166,Lipoic acid,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB00159,Icosapent,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB04743,Nimesulide,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB12445,Nitroaspirin,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB13308,Oxametacin,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB13346,Bufexamac,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB13501,Bendazac,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB13783,Acemetacin,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB13961,Fish oil,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB14009,Medical Cannabis,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB14011,Nabiximols,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB14059,SC-236,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB14060,NS-398,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB16088,Amtolmetin guacil,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB18267,Ferroheme,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB19283,Honokiol,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB19479,Prifelone,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB20173,Darbufelone,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB20457,Eltenac,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB20632,Tenosal,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB20690,Pirazolac,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB20715,Tilmacoxib,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB20743,Flosulide,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB21002,Tebufelone,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB21176,Florifenine,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB01419,Antrafenine,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB01435,Antipyrine,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB01628,Etoricoxib,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB02266,Flufenamic acid,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB02709,Resveratrol,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB03477,1-Phenylsulfonamide-3-Trifluoromethyl-5-Parabromophenylpyrazole,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB03756,Doconexent,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB03866,Prostaglandin G2,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB12009,GW-406381,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB12150,Pelubiprofen,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB12354,Imrecoxib,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB04828,Zomepirac,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB05095,Cimicoxib,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB05409,NCX 701,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB06682,Naproxcinod,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB06725,Lornoxicam,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB06802,Nepafenac,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB07477,Felbinac,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB08439,Parecoxib,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB08910,Pomalidomide,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB08951,Indoprofen,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB08981,Fenbufen,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB09061,Cannabidiol,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB09084,Benzydamine,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB16159,Esflurbiprofen,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB16877,Ampiroxicam,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB16950,BN-82451,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB09216,Tolfenamic acid,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB09217,Firocoxib,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB09285,Morniflumate,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB09288,Propacetamol,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB09295,Talniflumate,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB11071,Phenyl salicylate,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB11079,Trolamine salicylate,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB11201,Menthyl salicylate,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB11323,Glycol salicylate,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB11327,Dipyrithione,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB11455,Robenacoxib,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB11672,Curcumin,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB11752,Bryostatin 1,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB12378,Apricoxib,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB12399,Polmacoxib,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB21699,Tigemocoxib,C0003873,Rheumatoid Arthritis,TARGET_Prostaglandin_G/H_synthase_2,间接机制,0.2727272727272727,9.079518072289158,🌟 零样本全新发现
DB01064,Isoprenaline,C0020538,Hypertensive disease,TARGET_Beta-1_adrenergic_receptor,间接机制,0.26666666666666666,inf,🌟 零样本全新发现
DB01001,Albuterol,C0020538,Hypertensive disease,TARGET_Beta-1_adrenergic_receptor,间接机制,0.26666666666666666,inf,🌟 零样本全新发现
DB00983,Formoterol,C0020538,Hypertensive disease,TARGET_Beta-1_adrenergic_receptor,间接机制,0.26666666666666666,inf,🌟 零样本全新发现
DB00938,Salmeterol,C0020538,Hypertensive disease,TARGET_Beta-1_adrenergic_receptor,间接机制,0.26666666666666666,inf,🌟 零样本全新发现
DB00871,Terbutaline,C0020538,Hypertensive disease,TARGET_Beta-1_adrenergic_receptor,间接机制,0.26666666666666666,inf,🌟 零样本全新发现
DB00960,Pindolol,C0020538,Hypertensive disease,TARGET_Beta-1_adrenergic_receptor,间接机制,0.26666666666666666,inf,✅ Spark验证集完美命中
DB00866,Alprenolol,C0020538,Hypertensive disease,TARGET_Beta-1_adrenergic_receptor,间接机制,0.26666666666666666,inf,🌟 零样本全新发现
DB00598,Labetalol,C0020538,Hypertensive disease,TARGET_Beta-1_adrenergic_receptor,间接机制,0.26666666666666666,inf,✅ Spark验证集完美命中
DB00571,Propranolol,C0020538,Hypertensive disease,TARGET_Beta-1_adrenergic_receptor,间接机制,0.26666666666666666,inf,✅ Spark验证集完美命中
DB00841,Dobutamine,C0020538,Hypertensive disease,TARGET_Beta-1_adrenergic_receptor,间接机制,0.26666666666666666,inf,🌟 零样本全新发现
DB00668,Epinephrine,C0020538,Hypertensive disease,TARGET_Beta-1_adrenergic_receptor,间接机制,0.26666666666666666,inf,🌟 零样本全新发现
DB00555,Lamotrigine,C0020538,Hypertensive disease,TARGET_Beta-1_adrenergic_receptor,间接机制,0.26666666666666666,inf,🌟 零样本全新发现
DB00489,Sotalol,C0020538,Hypertensive disease,TARGET_Beta-1_adrenergic_receptor,间接机制,0.26666666666666666,inf,🌟 零样本全新发现
DB00248,Cabergoline,C0020538,Hypertensive disease,TARGET_Beta-1_adrenergic_receptor,间接机制,0.26666666666666666,inf,🌟 零样本全新发现
DB00368,Norepinephrine,C0020538,Hypertensive disease,TARGET_Beta-1_adrenergic_receptor,间接机制,0.26666666666666666,inf,🌟 零样本全新发现
DB00187,Esmolol,C0020538,Hypertensive disease,TARGET_Beta-1_adrenergic_receptor,间接机制,0.26666666666666666,inf,🌟 零样本全新发现
DB00217,Bethanidine,C0020538,Hypertensive disease,TARGET_Beta-1_adrenergic_receptor,间接机制,0.26666666666666666,inf,🌟 零样本全新发现
DB00397,Phenylpropanolamine,C0020538,Hypertensive disease,TARGET_Beta-1_adrenergic_receptor,间接机制,0.26666666666666666,inf,🌟 零样本全新发现
DB00127,Spermine,C0020538,Hypertensive disease,TARGET_Beta-1_adrenergic_receptor,间接机制,0.26666666666666666,inf,🌟 零样本全新发现
DB00221,Isoetharine,C0020538,Hypertensive disease,TARGET_Beta-1_adrenergic_receptor,间接机制,0.26666666666666666,inf,🌟 零样本全新发现
DB00243,Ranolazine,C0020538,Hypertensive disease,TARGET_Beta-1_adrenergic_receptor,间接机制,0.26666666666666666,inf,🌟 零样本全新发现
DB00852,Pseudoephedrine,C0020538,Hypertensive disease,TARGET_Beta-1_adrenergic_receptor,间接机制,0.26666666666666666,inf,🌟 零样本全新发现
